Thermo Fisher Scientific
XRF Spectra
2.21.0.183,WISpectra Version
20160628_145212,Date_time
5,FileFormat
0x8501,AnalyserID
0x2101,SamplerID
53.04,live
56.62,real
Spectral operations,
error,RunMode
0, 0.00
1, 1.00
2, 2.00
1, 1.00
1, 1.00
4, 4.00
2, 2.00
1, 1.00
1, 1.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
1, 1.00
1, 1.00
1, 1.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
1, 1.00
3, 3.00
0, 0.00
1, 1.00
0, 0.00
1, 1.00
1, 1.00
0, 0.00
2, 2.00
2, 2.00
2, 2.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
2, 2.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
1, 1.00
1, 1.00
0, 0.00
1, 1.00
1, 1.00
2, 2.00
1, 1.00
1, 1.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
2, 2.00
1, 1.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
1, 1.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
2, 2.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
1, 1.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1, 1.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
0, 0.00
1000,Spare1
0,Spare2
65, MEP_Status_1
0, MEP_Status_2
314, MCU_DI
285, MCU_DO
46087, Beckhoff_DI
4329, Beckhoff_DO
4, FWHMROI1
7, FWHMROI2
21.422663, AI_1
31.059006, AI_2
16.816839, AI_3
0.023046, AI_4
0.019205, AI_5
0.036490, AI_6
102.481667, AI_7
1.667865, AI_8
3.293037, AI_9
23.553854, AI_10
8.935656, AI_11
0.000000, AI_12
311.615051, AI_13
214.355499, AI_14
287.506165, AI_15
0.000000, AI_16
8.006726, AI_17
199.343414, AI_18
-23.888182, DetTemp
14.984091, PreTemp
0.022054, AISTDEV_1
0.904535, AISTDEV_2
0.028958, AISTDEV_3
0.006843, AISTDEV_4
0.005915, AISTDEV_5
0.010570, AISTDEV_6
0.012142, AISTDEV_7
0.232249, AISTDEV_8
0.000765, AISTDEV_9
0.044006, AISTDEV_10
0.008299, AISTDEV_11
0.000000, AISTDEV_12
3.001462, AISTDEV_13
1.587341, AISTDEV_14
6.385982, AISTDEV_15
0.000000, AISTDEV_16
0.094490, AISTDEV_17
0.216290, AISTDEV_18
0.017557, DetTemp_Stdev
0.019217, PreTemp_Stdev
12, NumPts_AI
44, NumPts_Niton
-24.000000, DetSetTarget
15.000000, PreampSetTarget
1.173636, DetCoolingVoltage
0.004866, DetCoolingVoltage_Stdev
6.944333, PreampDutyLoading
1, Current Zone
0, Hoist Position
16897, Status
